adr;uhaH aps;u
r;ADase tanv:A
UrDv;aH vAm
samIc;IH p;umAMsam
D;AmaBiH zat;ena
v;izvAni BUSaTaH
purumAy;aH jihIte
mAnuSa t;ava
rAy;aH zizIhi
rugZ;am ;adreH
paT;aH akqZot
s;omam mar;udBiH
jAt;aH agn;iH
asm;aByam ;A
;atyAn iva
DqSZo ;indrAparvatA
jAnate g;arBam
sv;asQZAm ;avarDayan
indra v;areZyam
dIdihi sv;e
;azmanaH t;qZA
vAjinIvaso vidm;a
;A vakS;aZAH
vid;aTe y;ajaDyE
gqZIhi ;indrAya
;A enam
p;uraH dAs;apatnIH
tvAy;A t;am
pAz;inaH ;ati
;adabDA mah;at
prayajyo div;aH
bahul;am s;aMtarutram
asya prad;ivaH
mAt;arA vivizuH
kqZuhi viSw;am
qYje sapt;a
h;arI m;anasA
j;anAsaH s;a
;amartyaH Gqt;anirZik
t;apiSWAm vqzc;a
kav;In iCAmi
jAtavedaH juSasva
ih;a yaja
;aBakta v;ipraH
tur;eBiH barh;iH
tar;aZi agn;im
mah;IH ;iSaH
agn;eH B;Amam
j;ujoSat ;indraH
;upa zikSema
saty;am t;at
naH pUS;A
sv;aravaH pqTivy;Am
;indra pr;a
aB;i s;omAsaH
p;atiH Bava
;A k;aH
putr;am Den;avaH
pr;adiSwAH div;e-dive
sam;iDA jAt;avedase
indra kez;inA
d;asyUn ay;am
sut;AsaH samudr;am
praj;AvAn naH
s;aKIn amuYcat
tr;iH naH
dev;AH SoX;A
r;akSaH sah;amUlam
;amartyam sahov;qDam
vy:aMsam uz;aDak
r;ocamAnAH ;ixA
v;i caSwe
tv;Am ;avarDan
vqtrahan sUn;qtAnAm
zUS;EH pqTujr;ayAH
viB;avaH h;i
vay;am y;amam
cit v;i
Ag;atya sum;anAH
tv;am net;A
y;at ;amimIta
agn;iH tuv;izravastamaH
B;uvanA aB;i
pr;a y;e
B;AratA rev;at
zizIh;i naH
ay;AsaH iDm;ena
n;u tvA
h;aritam Datte
hqd;aH ;A
;avase t;Ani
devA ;agne
;eka-ekaH d;ame
sum;anAH qSva
sum;eke qt;AvarI
h;otAram vizp;atim
v;AZIH stIrZ;AH
yan qt;ena
n;a g;uhA
DUnuhi ;indra
As;adam s;omaH
m;A yug;am
qSva pAhi
samudr;am raTy:A
n;apAtam suB;agam
s;omaH jigAti
vqSaBa j;inva
;A r;odasI
eS;u B;uvaneSu
Dit;AvAnam ;agne
sUdayAti s;a
As;an ark;aH
harivaH juS;asva
praZetar s;am
s;omaH asm;aByam
te t;eBiH
Ar;e syAma
pad;e vay;am
zukr;am arc;iH
v;evidAnAH k;aH
r;aTam n;a
v;i ;aVgeBiH
;agne yahv;asya
vAvqDAn;am ;akavArim
vasavaH barh;aZAvat
deva sur;ucA
mitr;aH j;anAn
qt;AvA mah;An
sady;aH pr;avItA
rAy;aH vant;AraH
karamB;am h;arivate
DUm;am v;qSaZam
duroZ;e am;qtaH
vav;akSa aDvary;uBiH
ut;a braDn;asya
dev;An devayat;e
yAti sv;asarasya
dy;AvApqTiv;I B;UriretasA
gAt;um ISuH
Gqt;asnU barh;iH
purukSo agn;iH
v;i pibaDvam
n;Ama y;AH
div;e-dive ;IxyaH
daDiSv;a im;am
;ajagan ap;aH
n;amasA ;A
sasAna ;indraH
;ekaH svapasy;ayA
p;unaH-punar mAt;arA
naH rAsva
rAy;e pr;a
abanDan;aH carati
indra prav;atA
tasTatuH sum;eke
mandaya g;oBiH
vizv;arUpAH Gqt;asya
eSAm jAt;e
v;iprAH ukT;eBiH
h;otArA praTam;A
sahasrasAv;e pr;a
aB;i naH
pUrvy;aH ;arTam
sumat;im nad;InAm
sabard;uGe urugAy;asya
kave pr;ayasvantaH
agn;im r;Ajantam
aDim;anTanam ;asti
;ekam pad;e
dyukS;AsaH ;indavaH
pAhi g;iraH
p;ayasA p;invamAnAH
;indrajUtaH ;arSAt
y;am daD;e
t;uByam c;etate
vqSaB;am carSaZIn;Am
jaGanv;An avqZIta
br;ahmaZaH v;izvam
z;avasA sum;adraTaH
gopate g;AH
v;artave prasav;aH
;iSaH karat
yakSi vidv;An
c;etanam jAt;avedasam
y;aH tv;at
pate p;iba
minvan mah;I
p;azyati s;a
;A barh;iH
g;uH d;EvyA
suyAm;AH d;eva
agn;eH ah;am
mAtar;izvA y;at
v;izvEH vIrya:iH
s;am iDyase
naH dv;eSwi
ut;a dy;Am
sIda vIh;i
mitr;Aya hav;iH
devaz;aH vihi
pur;UZi vrat;Ani
cit n;i
yAmakoz;AH aBUvan
vqtr;asya iSit;aH
naH eS;u
ary;aH Az;iSaH
viz;Am ;atiTiH
;A vavqtsva
pAhi asm;in
viviktaH mah;aH
iva ;it
z;aMsa mah;Am
vaH m;anasA
cit urv;I
tr;iH kavIn;Am
;aDvanaH ;At
kuzik;AsaH havAmahe
vidv;An cikitv;An
naH ;agne
maG;avAnam ;indram
sT;aH rayid;O
As;ade ;upa
uS;asam sud;aMsAH
jaW;arAt ;ajAyata
pAvak;AH pr;atatAH
rudr;am yajY;AnAm
;anu any;A
sv;aravaH tasTiv;AMsaH
Ewwa tigm;am
;indraH n;qBiH
daDe m;eDiraH
yajY;am cakqma
d;EvInAm dev;aH
Irire viSwv;I
v;ahnayaH sapt;ajihvAH
akqZvata ;adAByaH
qt;ena d;uraH
dy;Am im;AH
nid;e ;apa
m;aDumat v;ahantIH
mar;udBiH div;A
h;arim ;indraH
DiS;aZe viBvataSw;am
naH sUnum;ataH
vay;am sumat;O
v;edasA y;ABiH
d;akSiZAvat im;e
ca Den;U
prayamy;amAnAn pr;ati
sud;Anum dev;am
eB;iH ;annEH
dev;eSu ;A
muYcata sud;AsaH
p;atat ;A
aDvar;eSu s;Ida
;ariSwaneme aB;i
mah;adBiH s;uzrutaH
y;ajamAnaH ;A
aboDi ;A
m;artyeSu pur;u
tuvikUrm;iH ;qGAvAn
yamas;UH asUta
;A n;AmaBiH
rAt;inIm Gqt;AcIm
nayat sup;adI
upasT;Aya mAt;aram
kez;inA yogy;ABiH
agne pqTivy;AH
tatAna zr;avaH
;attave te
;avaH cakqma
iva v;iSite
tisr;aH ;apyAH
;adAByam b;qhasp;atim
z;aMtamA y;ataH
;indraH ark;EH
t;am u
asm;e ay;am
vAj;inaH ;ati
harivaH y;e
zqZv;antam ugr;am
r;aZyAni raZyav;AcaH
havy;am Gqt;avat
ady;a divy;am
pibaDvam kuzikAH
s;am piZak
urugAy;asya Den;U
dUt;aH Asu
r;odasI apqZat
div;aH sUn;uH
ay;am agn;iH
Druv;akSemAsaH ;ixayA
d;EvI svast;iH
te v;AjinA
;Ahutam tir;oahnyam
y;at ady;a
n;a prIt;AH
vqtrah;A zUra
minAti pr;adiSwAH
D;iyam vaDUy;uH
rayid;O naH
D;IrAH ;agne
m;A ca
praT;ayan s;UryaH
;ahnAm dqS;advatyAm
smayete tanv:A
ant;ar dev;AsaH
uS;asA vAj;ayantI
naH suzr;avastamaH
hav;iH ;A
gamat aYjAn;aH
ac;ittAn v;i
s;adasi kSemay;antam
zatakrato jaW;are
t;ejIyasA m;anasA
pr;ati s;u
;anu kqSZ;e
ca ;indra
s;agaZaH suzipra
tarema samiDy;amAnaH
itT;A g;iraH
pUrv;IH ;ekaH
dev;AH am;qtAH
;anu syAt
v;Aryam devatr;A
B;agaH vAjad;AH
sahov;qDam agn;iH
ant;arikSam ur;u
pav;itrEH ;apupot
y;at vyUS;uH
vA pAhi
h;i s;aH
t;ataH ;A
pr;acetasam am;qtam
sah;AvA pqts;u
kqZuhi goj;itaH
sqja ;upa
s;a yajY;AnAm
;A rev;atI
ha s;omam
g;Am ;ariZIta
yajY;am ;A
n;AmaBiH mamire
mah;at jAt;am
agn;iH divy;EH
k;armaBiH mah;adBiH
zAryAt;e ;apibaH
ut;a pr;a
sud;aMsAH ;adroGa
tir;ohitam ;A
m;artAsaH aDvar;e
dev;eBiH vizv;ataH
t;anayaH vij;AvA
parAv;ataH dev;eByaH
g;oSu yoD;AH
BaraDvam n;amasA
cit ;enaH
asya svast;aye
sqpr;A kar;asnA
cakrAte s;adanam
sukqty;ayA ;indreZa
t;ujaH barh;aZAH
suB;agasya rev;at
pr;a rikTAH
braDn;asya z;Asane
;ojasA sut;am
tv;am nqc;akSAH
namasy;AmaH tvA
;anAmi ;ojaH
vizv;arUpaH am;qtAni
any;e y;anti
urv;I r;atnam
darzat;aH s;am
vqtrah;A DqSZ;uSeZaH
;indra Ut;iBiH
c;Aru y;at
mAt;ari v;Atasya
am;qtasya ket;uH
asrem;AZam tar;aZim
vIr;atamAya nqZ;Am
;it y;azaH
z;azvatInAm aB;Ike
y;uDyataH antam;asya
m;aDUni y;A
any;at zy;AvI
te cakqma
satyav;Acam pr;a
j;Agqvim ;indra
indra B;Umim
agn;iH yaCatu
pr;asUtaH ;anAgAn
naH ;aCa
tasTiv;AMsaH praj;Avat
;ut iyarti
;indraH vqtr;am
r;ADasA papr;aTaH
vAm Bqm;ayaH
zqZ;otu naH
dr;avatAm te
Bara agn;im
mIy;amAnaH v;arcaH
Gqtasn;uvA r;ohitA
y;oH marmqjm;a
atapat G;oSaH
saty;aH y;ajvA
vaha dev;atAtim
v;izvAni dev;aH
praket;aH n;a
Ixe ant;ar
avit;A ih;a
mah;IBiH Ut;iBiH
;UDani n;a
m;A ;api
yunajmi y;ayoH
agn;iH m;AnuSIZAm
ziMz;apAyAm ;akSa
Bara cikitv;An
pAhi j;Agqvim
p;ari y;oSA
Gqtazc;utaH ;agne
;A manyeTAm
sArasvat;eBiH arv;Ak
;ojasA puruSwuta
t;eBiH sAk;am
s;arvavIraH asm;An
upas;adyaH yAtay;ajjanaH
saty;am kqZuhi
zazamAn;eSu Dehi
arv;Ak ;A
svaD;ayA madanti
agne y;am
;aCidrA z;arma
;adrijUtaH p;ari
dev;AnAm j;animAni
;ekam n;i
;aDa te
yAhi s;omam
niS;adya daDiSv;a
yajY;am v;izveBiH
agn;aye b;arhiSWam
;ApaH s;am
;anu prajAn;an
cakrAte yamy:A
ix;aH praTam;am
prad;ivaH daDATe
ziv;eBiH div;aH
aVk;I iva
v;ajreZa pariS;adaH
qt;am ;it
;A asiYcat
p;atnIvataH triMz;atam
stIrZ;am te
vIry:Aya sam;Acakre
kSay;aya ca
;ekaH Ize
anUr;ut sady;aH
manIS;A im;AH
matIn;Am pit;A
vA pr;ayatam
v;i r;odasI
savit;Aram ca
nqZ;Am div;e-dive
vAm arcanti
yahv;aH agn;iH
eS;aH tv;aSwAram
asmin ;aCa
vEzvAnar;Aya DiS;aZAm
Im avindan
pqTup;AjasaH y;e
s;umitI mIy;amAnaH
yajatra y;ena
pr;a azAna
muca ih;a
v;izvAni k;AvyAni
vqSaB;asya svar;AjaH
qB;avaH s;am
;avindan u
v;izve dAD;Ara
s;amBqtam vizv;ataH
kqZvanti k;IkaweSu
pqtanAy;Un ;adevAn
g;OH ;A
vid;aTeSu samr;Aw
S;aw BAr;An
r;aTaH ha
akqZot rAmy;AZAm
v;apUMSi b;iBrat
nayat mAtar;izvA
astu y;asmE
y;asmin ;aDi
yAtam ;amarDantA
;indreSite prasav;am
;akSarAZAm ;aCa
;ekaH aDayat
me asm;e
kr;atvA yaviSWya
z;ucaye s;abanDU
jaW;are sut;am
vIx;uH ;akSaH
vAm B;Uri
vqtr;am jaGanv;An
v;izvA pariB;UH
ur;O paT;i
;amartyaH uz;ik
yahv;IH zvet;am
v;areZyam iy;am
v;arDasva t;ava
v;i z;atrUn
m;aDUni pr;a
agn;im nic;Ayya
rodasI saty;am
iva sAD;uH
pqTup;Ajase v;ipaH
putr;aH ;IxyaH
jarit;uH ;upa
ca h;AH
vIt;am havy;Ani
vqZe ;indrAgnI
yajat;aH s;Anu
ca svary;avaH
B;aga trAtar
naH agn;iH
ahve c;Aru
s;inDUnAm ut;a
naH Dit;AvAnam
;uttarA yug;Ani
gaZ;aH te
Diy;AvasuH ket;um
k;Avyena ;indraH
say;ujaH zUra
s;aKA qB;uBiH
yay;O vaH
B;Uri DAs;eH
priy;am rip;aH
suv;Iryam B;ava
nin;ame tasTiv;AMsaH
am;qteSu j;Agqvim
y;oktrAZi muYcata
;anadatIH ;adabDAH
qt;AvAnam yajY;iyam
asya hav;iH
pUrvy;am hav;irBiH
putra t;iSWAH
pr;ayAMsi t;itikSante
v;apuSAya darzat;am
sukqt;Ani vAGataH
devAv;IH dev;An
maTit;am p;ari
jaBruH zqZ;otu
s;agaZaH mar;udBiH
havy;A juSasva
r;uzat asya
n;i h;otAram
m;aDvaH Urm;im
B;uvanAni v;izvA
r;odasI s;am
v;AjAH aB;idyavaH
m;aDvA r;ajAMsi
y;eSAm saKy;e
daD;e jaW;are
dev;Im uS;asam
sah;asradAnA puruhUta
im;e t;ava
samIc;I baBrAZ;aH
;adevIH sv:ar
Diy;A cakre
zar;adaH jIv;ase
;A cakre
c;akSuH zatakrato
g;iraH somapAH
pAy;aya ca
darm;aH ap;Am
aboDi Adity;AnAm
cit Bajate
ty;at indrAvaruZA
j;AtavedaH bqhat;aH
dr;aviZam Dehi
aBiSw;iH pr;a
s;AkSva aB;imAtiSu
n;a t;A
c;Aru n;Ama
s;aMtarutram suv;Acam
vqSaBa ;anu
sv;aDarman dev;avItaye
vrat;eSu kav;iH
ih;a v;izvAn
v;arDaneBiH y;aH
;ekaH v;izvasya
azvinA purAj;AH
prasv:aH Gqt;ena
yajY;iyam v;ipram
pr;a Avan
m;anave B;UrivArAH
DAn;AH Barata
mah;adByAm anayanta
vqDAn;aH ;Ahutim
s;omaH Ag;atya
d;ivam mitr;aH
te zyen;aH
vrat;Ani mah;at
z;Urasya iva
;agne zak;ema
rAy;aH Imahe
j;anAya vqkt;abarhiSe
maGavan ;avarDan
akt;oH ;anu
dazasya ;ixAm
jaganv;An vrat;e
nqc;akSAH vqSaBa
vizv;adevyam rudr;am
priy;am agn;im
;apa asya
pr;ati ;agram
g;AH anugm;an
agne mahin;A
UrDv;A tiSWasi
vipazc;itam gir;A
mAt;araH jan;ayanta
indra m;adAya
yajY;e barh;iSi
;anu BAsi
jaj;Ana s;Uryam
azv;inA havante
ut;a im;Am
;aDArayat har;itoH
ca hUy;ase
;anu dy;Un
ca sv;asArO
tvA pqTiv;I
;aVgeBiH didyutAn;aH
agn;iH panit;AraH
Akar;e v;asoH
B;avan uttam;aH
suv;Iryam v;arSiSWam
me palastijamadagn;ayaH
div;e-dive zat;akratum
;ati tqSw;am
gaZ;aM-gaZam suzast;iBiH
jAt;am tav;asam
purox;Azam sahasaH
sUn;qtAH diz;amAnaH
inDate s;am
havAmahe t;am
iva s;aKye
dev;An y;aTA
any;An ;ekaH
sam;it-samit sum;anAH
ut;a pqCa
m;A te
indra h;ariBiH
y;e zAmbar;e
svast;aye vAj;iBiH
s;A v;iSUcI
D;ArA ;asazcantI
j;AgqviH pr;a
didIhi naH
v;izvam ;A
mah;at dev;AnAm
;it zqVg;iZAm
r;ocate kqSZ;am
r;odasI atapat
pqTup;AjAH ;amartyaH
y;ena h;arI
AstAm ;aditiH
yAh;i vAy;uH
;indrAya s;omAH
hqd;A mat;im
p;AjaH ;ixAyAH
sut;eBiH kqZavAma
tv;am v;izvasya
sut;am gIrB;iH
eBiH agne
BavatAt ;anu
vizv;arUpaH pup;oSa
n;irmaTitaH s;uDitaH
havate v;ahniH
j;anitrI ;AsInAH
z;azvataH indra
pr;a yAhi
Bavati y;at
up;asTe ;ut
vats;am n;a
puruhUta kSiy;antam
ih;a havAmahe
prav;atA z;umBamAnAH
vAm saD;asTAni
;indra tv;AdAtam
puruhUta s;inDuH
n;a jAm;aye
pr;a s;u
ap;aH y;at
putra m;A
vqha r;akSaH
ahve kuzik;asya
patayanti k;AmAH
y;e u
gAt;uH aDvar;e
;A viveza
pqTivy;AH mitr;aH
apAr;e y;at
upam;Adam qSv;aH
n;araH p;arvatAH
B;UridAtraH ;A
v;izveBiH dev;eBiH
ukT;am ;indrAya
azAna praTam;aH
gAt pr;a
;ekam y;at
t;am aVgirasv;at
biBqt;aH tvAy;A
v;izvAn agne
ArEk cak;Ara
maGavAnA j;aneSu
dev;An ;asreDatA
;ixayA m;adantA
B;ujam ulok;am
;A dyotan;im
;apravItAH mah;at
sumeD;AH in;A
;enaH s;am
agne samiDAn;aH
asya ;indrasya
dev;An yakSat
s;arasvatI zqZavan
agn;im manTAma
ut;a priy;aH
vay;am t;e
buDn;e ;etA
mAy;ABiH pr;atijUtivarpasaH
;ayajaH hotr;am
vqSaBa svaDAvaH
tv;am r;odasI
iSaZy;an v;qSA
p;areSu y;A
sut;aH juSAZ;aH
v;arZam Avat
v;i asya
kqSZ;Asu agne
;ekam AkS;it
zUra purox;Azam
;A mandr;asya
jah;i pratIc;aH
yakSi dev;An
r;atnam y;e
kqD;i naH
;aDa dy;OH
z;avaH patyate
pipqtam satyav;Acam
ca paz;ave
mA gop;Am
zvet;am jajYAn;am
bqhat;A aB;i
g;qtsaH any;An
ruruce raZv;asaMdqk
p;qtanAH aBiSw;iH
zAri ;indraH
y;ajIyAn dvit;A
;ekaH dqX;am
;indra d;qhya
B;agasya rAt;im
kqZute t;at
vqSaBa carSaZIn;Am
;evEH pr;a
mat;iBiH j;ohavImi
Barata t;Uyam
r;oravIti s;a
sah;a zriy;A
;ekam dvimAt;A
DAH yajY;avAhase
n;i miSati
y;am sukr;atum
pr;ayasA y;Ami
iva BAn;um
yaTA hrad;am
purox;Azam pacaty:am
n;ityam jy:AvAjam
bqh;antam qSv;am
agn;iH B;avan
dqMhit;A m;AhinAvAn
pqTup;AjAH devay;adBiH
duhanti hast;inaH
;ApaH ;ayanam
vicakSaZa jAt;aH
yuv;AkuH s;omaH
;agre upasT;Aya
mAy;inaH n;a
;ahAni jig;Aya
svay;uH indra
;upa gIrB;iH
v;apUMSi agn;im
ady;a n;avIyAn
darzat;am ;oSaDInAm
ap;Am n;apAtam
yAh;i may;UraromaBiH
rAy;aH vizv;avArasya
p;arvatAH t;uByam
qt;asya bqhat;aH
s;ADanaH Diy;A
c;armaZaH y;ena
;apasaH p;ari
vrat;Aya n;imitA
jAt;am s;anA
syAma im;am
aryam;A naH
d;adAzati sam;iDA
asya pUrv;IH
saD;asTAni pr;ayAMsi
y;ajIyAn rAy;e
b;qhaspate juS;asva
;azreH ;At
v;aruZasya vrat;Ani
pUrv;IH kqSZ;Asu
;arZA sisarSi
v;Aryam t;uByam
;A h;i
vats;am rihat;I
;apa m;qDaH
Kadir;asya s;Aram
v;arSman div;aH
naH rAy;aH
suyajY;AH s;a
pur;aH j;anAH
s;ADan Gqt;apratIkaH
zoc;iSkezaH Gqt;anirZik
havyav;Aw t;am
j;Ayate vidD;i
Bara pr;amagandasya
;ajasraH m;ahi
tisr;aH te
v;i ruja
hatv;I d;asyUn
eS;a rArantu
z;ozucAnaH b;ADasva
n;akSatrEH ur;u
pUrv;IH d;ivaH
;oSaDInAm v;anA
;A k;IvataH
sah;asraZITaH aDvar;asya
mah;e div;e
vA vihav;e
;anu ;ahan
dvit;A h;otAram
s;omam ;indraH
z;atrUn br;ahmajUtaH
azv;inA mitr;Av;aruZA
y;at ;oSaDISu
zukr;AH g;uhA
h;astAt h;otuH
sujAta tv;am
durit;asya B;UreH
t;at Badr;am
suB;agA sud;aMsAH
hav;iH B;arantI
y;AdamAnAH ;indrAya
et;at p;ari
zrit;am sasqv;AMsam
yajAsi ;agne
aBUvan kv:a
suv;Iryam s;a
vivAsanti kav;ayaH
jihv;A m;aDumatI
pr;a ita
urUc;I t;ayA
n;iH avady;At
u havy;EH
s;omAn ev;a
;arocaTAH t;am
sas;Ana y;aH
ray;im te
;aCa vaH
aj;arAH ay;AsaH
g;uhyA d;aDAnAH
im;AH g;iraH
aDvar;e sut;e
didIhi asmadry:ak
pAy;oH j;AtavedaH
vizv;Amitrasya rakSati
;ahan vqtr;am
pit;uH cit
s;omam zatakrato
sugop;AH y;avasam
y;adi sar;amA
hast;inaH Bar;itrEH
nayanti p;azu
suB;agA v;irUpam
Imahe n;amasA
r;aTam hary;an
jaW;are vAvazAn;aH
t;u pr;a
vid;aTAni asTAt
;A haryat;aH
s;amidDaH ;apa
div;aH putr;AsaH
n;u asya
somy;am pr;a
g;arBam asmin
sisarSi tv;am
purAZy;oH s;admanoH
samArAZ;e Urm;iBiH
saj;oSAH vAvazAn;aH
napty:am gAt
BAg;am yaz;asam
purud;aMsam san;im
;adaDuH aDvar;eSu
D;Ayase DuH
m;A ag;otAyE
s;am iDyate
pit;A y;atra
yahv;asya sam;iDaH
eS;aH ;amandan
ca sun;avAma
;atra g;uhyA
v;ajram zukr;EH
v;ipAzam urv;Im
;indraH praTam;A
dviSm;aH t;am
gAH s;omasya
zur;uDaH santi
h;aryazvaH h;aritam
;indram y;asmin
te bqh;an
somap;eyAya devA
iva y;Antam
yantu v;AjAH
udaD;In iva
;upa u
santi pUrv;IH
;indra vqtr;Aya
n;imitA iva
niD;Anam y;adi
c;arantIm pr;ayutAm
y;ajaDyE dev;An
s;amidDam apizarvar;e
asm;in B;are
asyAH ;indraH
am;qtam jAt;avedAH
n;avyA-navyAH yuvat;ayaH
s;am Erat
h;i k;Amam
s;am akt;uBiH
Garm;am ;A
h;omani ;uSaH
qt;ena samp;azyamAnAH
am;qtam m;artyAsaH
y;ajiSWena m;anasA
m;ahi dr;aviZam
deva n;avyasI
iSit;aH Diy;AvasuH
v;qDam y;asmin
pr;a y;at
bqh;antaH ;it
purAZ;am ;okaH
ayAsam v;ipAzam
n;qtamaH yahv;aH
;agne dev;asya
purut;amasya kAr;oH
p;AjaH azret
dev;atAtim urAZ;aH
samAn;AH ;azvinA
r;ocamAnaH pr;a
ant;arikSam ;arSantu
s;omasya ih;a
DAH asm;e
D;arma s;am
D;IH yam;A
t;An ihi
vavriv;AMsam p;ari
v;icarSaZiH s;a
v;anA ;anu
uz;igBiH p;qtanAH
Barat;AH saMt;areyuH
vidy;utaH n;a
vqSasva y;e
ut;a B;ogam
aB;i ugr;am
j;AyamAnaH ut;a
divy;am y;ajAsi
rudr;AH v;asavaH
aruS;aH v;aneSu
saty;am t;ava
agne uz;aDak
yanti p;ATaH
sut;asya kuv;it
aBizastic;AtanaH ;agne
t;uByam satr;A
h;i ;azvAH
kAr;e h;avyaH
;ut Ayan
paprO pqTiv;Im
mam;Ate ;indrasya
yuYj;e ;adrim
yAhi arv;AV
s;anA purAZ;am
barh;iH sut;aH
m;artyeSu y;e
;agne t;A
DAmas;Acam aBiS;Acam
j;uSwam ;A
stot;uH duroZ;e
s;anti dev;AH
rADAnAm pate
v;irUpA v;izve
pracod;ayAt dev;asya
ut;a c;akSuH
manTAma pUrv;aTA
B;agaH iva
d;ayamAnaH v;i
pUSaZv;ate te
Dehi rev;at
suSwut;ayaH ca
stok;AsaH agne
;aCa r;avam
satpate kS;ayam
kaviC;adA yajY;asya
z;ikSAH ;A
;aTa ;A
inDate Urj;aH
;apa gotr;A
y;ayA Diy;A
suzipra t;e
m;aDoH D;ArABiH
;indraH sv;AhA
adDi DAn;AH
pur;UZi ;annA
pr;a indra
pAhi jihv;ayA
sv;aDitiH t;ejamAnaH
savit;uH n;akiH
dev;avItaye zr;eSWam
indriy;AZi zatakrato
y;ajiSWaH barh;iH
g;arBaH Asur;aH
pqTiv;Idy;AvA g;arBam
vAm any;Am
jihv;AH qtajAta
tav;asam duvasyan
y;atra vAvqD;e
asm;aByam t;at
;agne bqh;at
v;izvAH ;indrAya
y;atra pIp;arat
naH sut;am
DAH aDvar;am
saKy;A ziv;Ani
cit agne
suv;AcaH suket;avaH
tvA ;A
;ekam mah;I
;aduSkqtO vy:enasA
jan;uSA pqTivy;AH
h;arikezam Imahe
t;uByam zcotanti
dy;AvApqTiv;I p;ari
b;iBrate n;a
t;uByam v;arDantu
syAma mah;at
ukTy:am b;qhasp;atim
sur;aZam gqh;e
mqSWAH ;A
purox;AH agne
DAs;eH ;indraH
panit;AraH ;evEH
d;aDAnaH n;aryA
bqh;at dyumn;am
dev;AH m;A
ady;a yAcCreSW;ABiH
car;aTam s;am
;it naH
yajY;iyam zat;am
;IxyaH mAtar;izvA
r;odasI adr;uhA
ahan vqtr;am
jan;uSA aB;i
y;am n;u
qtv;iyaH tistir;e
vqSaB;aH jy;AyAn
kr;atum punAn;aH
id;am h;i
asm;at ;amatim
t;at haryazva
pit;arA s;am
y;aTA ;Ayan
s;amukSitam sut;am
asAdi h;otA
satrAs;Aham aBimAtih;anam
t;arase b;alAya
paTy:ABiH ;aCa
yajY;aH jigAti
agn;im inDate
tanv:A v;irUpe
jy;ESWyAya D;Ayase
maDuS;uttamaH yuv;AkuH
mat;ayaH somap;Am
;UDar qt;asya
dy;AvApqTiv;I p;arvatAsaH
D;Ayase gqZAn;AH
k;IvataH salal;Ukam
tasTuH ;atyAH
agne paz;avaH
uB;A pit;arA
dv;eSwi ;aDaraH
am;qtam d;uhAnAH
p;anyatamAya j;uSwam
t;iSWAH dr;aviZA
veD;ase agn;im
kav;iBiH pav;itrEH
vqSaBa vIry:AZi
dev;AsaH sv;aravaH
svar;AjaH ugr;asya
juS;asva boD;i
;A vartayAmasi
pit;uH ca
;it ;astam
;adreH k;im
h;otAram ix;aH
retoD;AH vqSaB;aH
g;OH pitr;e
vid;aTasya DIB;iH
dyumn;avat br;ahma
rIraDaH m;A
akr;aH n;a
iyarti v;Acam
agn;im sumn;Aya
y;Amani gman
kany:A zazvac;E
mat;iH hqd;aH
;ixA y;eSAm
iDyase vIt;ihotraH
t;A v;aruZasya
raTir;aH pAhi
v;qSaZam jajAna
g;arBaH n;qtamaH
m;artyAya ;aBaktam
me purutr;A
jAt;Asu t;aruZISu
z;ikSati vrat;ena
s;omapItaye h;ariByAm
g;iraH bqhat;IH
;atiTiH viB;AvasuH
dev;avyacAH v;i
hotr;am agne
gqZAn;A jam;adagninA
saj;oSasaH juS;antAm
B;Uri cit
mah;at v;i
v;AjAya dr;aviZAya
tasTuH ut;a
carSaZID;qtam maG;avAnam
y;aH k;armaBiH
praj;AvAn tryanIk;aH
AsAm mah;aH
maG;avA boBavIti
zay;Asu pr;ayutaH
t;AH avAsayat
ukT;eSu kAro
uzAn;aH d;IdyAnaH
s;am rAt;iBiH
dAz;uSe vEzvAnar;aH
vizv;avArasya B;UreH
janit;A s;Uryasya
mAt;A p;ari
stotQZ;Am namasy:aH
r;amaDvam me
agn;iH h;i
m;anasA s;am
iDyate v;qSA
;AtAH s;usammqSwAsaH
;A deva
;apa dv;eSAMsi
yujAn;AH arv;Ak
kriy;ante ;A
aruS;asya z;evam
daMs;anA p;AkAya
s;am m;AtrABiH
uz;antam uzAn;aH
p;ari sIm
t;aviSIm ;avarDan
caranta pUrv;IH
mitr;aH v;aruZaH
j;AgqviH qt;AvAnam
zakra parAv;ataH
niv;ataH yAti
st;omEH ih;a
asy;a girvaZaH
mitr;aH qt;ena
sur;ADasaH k;im
d;asyUn pr;a
div;aH vA
Gqt;asya y;onO
carSaZipr;AH viv;asvataH
karamB;iZam apUp;avantam
ih;a naH
daDe v;are
;Ixe saKitv;am
n;i rIraman
n;i satsi
;upa pr;a
g;avyUtim ukSatam
Imahe pqTup;AjAH
aB;i vqtr;am
praj;AH puruD;A
;A dIdiv;AMsam
pItv;I s;omasya
s;omaH tv;am
v;asoH jarit;A
suzipra p;iba
;agram nayat
zuSm;intamam naH
jAm;aye t;AnvaH
naH hav;iH
yajY;avantaH ;A
havAmahe vEzvAnar;am
arohat suy;amAH
tqpZ;avaH ;indram
barh;iH asmE
tvA somap;eyAya
jAnat;I gAt
s;u maGavan
tv;am raTir;aH
viD;antam pr;a
agn;iH uttAn;AyAm
pqTiv;Im ut;a
iva kukS;ayaH
s;akmyam g;oH
B;agasya iva
y;oniH t;at
